lemma,type,comment,tag,form,ipa,py_ipa_original,py_ipa_tweak
Черня́єв,прізвище,,чол. р. кличний,Черня́єв,t͡ʃerˈnʲɑjeu̯,t͡ʃerˈnʲɑjeu̯,t͡ʃerˈnʲɑjeu̯
Шалу́гін,прізвище,,чол. р. кличний,Шалу́гін,ʃɐˈluɦʲin,ʃɐˈluɦʲin,ʃɐˈluɦʲin
Бальза́к,прізвище,,чол. р. кличний,Бальза́ку,bɐlʲˈzɑkʊ,bɐlʲˈzɑkʊ,bɐlʲˈzɑkʊ
Зало́мов,прізвище,,жін. р. кличний,Зало́мова,zɐˈlɔmɔu̯ɐ,zɐˈlɔmɔu̯ɐ,zɐˈlomɔu̯ɐ
Ме́ндель,прізвище,,чол. р. орудний,Ме́нделем,ˈmɛndelem,ˈmɛndelem,ˈmɛndelem
Сабода́ш,прізвище,,чол. р. родовий,Сабодаша́,sɐbɔdɐˈʃɑ,sɐbɔdɐˈʃɑ,sɐbɔdɐˈʃɑ
Сергє́єв,прізвище,,чол. р. кличний,Сергє́єве,serˈɦʲɛjeu̯e,serˈɦʲɛjeu̯e,serˈɦʲɛjeu̯e
Андрє́єв,прізвище,,чол. р. орудний,Андрє́євим,ɐnˈdʲrʲɛjeu̯em,ɐnˈdʲrʲɛjeu̯em,ɐnˈdʲrʲɛjeu̯em
Бо́лдвін,прізвище,,чол. р. орудний,Бо́лдвіном,ˈbɔldʲʋʲinɔm,ˈbɔldʲʋʲinɔm,ˈboldʲʋʲinɔm
Гу́фельд,прізвище,,чол. р. орудний,Гу́фельдом,ˈɦufelʲdɔm,ˈɦufelʲdɔm,ˈɦufelʲdɔm
Каре́лін,прізвище,,жін. р. орудний,Каре́ліною,kɐˈrɛlʲinɔjʊ,kɐˈrɛlʲinɔjʊ,kɐˈrɛlʲinɔjʊ
Куле́шин,прізвище,,жін. р. орудний,Куле́шиною,kʊˈlɛʃenɔjʊ,kʊˈlɛʃenɔjʊ,kʊˈlɛʃenɔjʊ
Малахо́в,прізвище,,жін. р. орудний,Малахо́вою,mɐlɐˈxɔu̯ɔjʊ,mɐlɐˈxɔu̯ɔjʊ,mɐlɐˈxou̯ɔjʊ
Фра́нцен,прізвище,,чол. р. орудний,Фра́нценом,ˈfrɑnt͡senɔm,ˈfrɑnt͡senɔm,ˈfrɑnt͡senɔm
Алмазо́в,прізвище,,чол. р. називний,Алмазо́в,ɐlmɐˈzɔu̯,ɐlmɐˈzɔu̯,ɐlmɐˈzou̯
Борисю́к,прізвище,,чол. р. називний,Борисю́к,bɔreˈsʲuk,bɔreˈsʲuk,bɔreˈsʲuk
Петько́в,прізвище,,чол. р. називний,Петько́в,peˈtʲkɔu̯,peˈtʲkɔu̯,peˈtʲkou̯
Мішу́тін,прізвище,,чол. р. місцевий,Мішу́тіну,mʲiˈʃutʲinʊ,mʲiˈʃutʲinʊ,mʲiˈʃutʲinʊ
О́льмерт,прізвище,,чол. р. місцевий,О́льмерті,ˈɔlʲmertʲi,ˈɔlʲmertʲi,ˈolʲmertʲi
Феду́ник,прізвище,,чол. р. місцевий,Феду́нику,feˈdunekʊ,feˈdunekʊ,feˈdunekʊ
Ва́йкуле,прізвище,,чол. р. знахідний,Ва́йкуле,ˈʋɑi̯kʊle,ˈʋɑi̯kʊle,ˈʋɑi̯kʊle
Го́ффман,прізвище,,чол. р. знахідний,Го́ффмана,ˈɦɔfːmɐnɐ,ˈɦɔfːmɐnɐ,ˈɦofːmɐnɐ
Гі́ммлер,прізвище,,чол. р. знахідний,Гі́ммлера,ˈɦʲimːlerɐ,ˈɦʲimːlerɐ,ˈɦʲimːlerɐ
Додо́нов,прізвище,,чол. р. знахідний,Додо́нова,dɔˈdɔnɔu̯ɐ,dɔˈdɔnɔu̯ɐ,dɔˈdonɔu̯ɐ
Коку́нін,прізвище,,жін. р. знахідний,Коку́ніну,koˈkunʲinʊ,koˈkunʲinʊ,koˈkunʲinʊ
Мілюко́в,прізвище,,чол. р. давальний,Мілюко́ву,mʲilʲʊˈkɔu̯ʊ,mʲilʲʊˈkɔu̯ʊ,mʲilʲʊˈkou̯ʊ
Нисеню́к,прізвище,,чол. р. давальний,Нисенюку́,nesenʲʊˈku,nesenʲʊˈku,nesenʲʊˈku
Соку́ров,прізвище,,чол. р. давальний,Соку́рову,soˈkurɔu̯ʊ,soˈkurɔu̯ʊ,soˈkurɔu̯ʊ
Суво́ров,прізвище,,чол. р. давальний,Суво́рову,sʊˈu̯ɔrɔu̯ʊ,sʊˈu̯ɔrɔu̯ʊ,sʊˈu̯orɔu̯ʊ
Тимашо́в,прізвище,,жін. р. знахідний,Тимашо́ву,temɐˈʃɔu̯ʊ,temɐˈʃɔu̯ʊ,temɐˈʃou̯ʊ
Хаза́нов,прізвище,,жін. р. знахідний,Хаза́нову,xɐˈzɑnɔu̯ʊ,xɐˈzɑnɔu̯ʊ,xɐˈzɑnɔu̯ʊ
Ста́рцев,прізвище,,жін. р. давальний,Ста́рцевій,ˈstɑrt͡seu̯ʲii̯,ˈstɑrt͡seu̯ʲii̯,ˈstɑrt͡seu̯ʲii̯
Ге́ршвін,прізвище,,чол. р. давальний,Ге́ршвінові,ˈɦɛrʃʋʲinɔu̯ʲi,ˈɦɛrʃʋʲinɔu̯ʲi,ˈɦɛrʃʋʲinɔu̯ʲi
Жиле́нко,прізвище,,множина кличний,Жиле́нки,ʒeˈlɛnke,ʒeˈlɛnke,ʒeˈlɛnke
Діде́нко,прізвище,,множина родовий,Діде́нків,dʲiˈdɛnʲkʲiu̯,dʲiˈdɛnʲkʲiu̯,dʲiˈdɛnʲkʲiu̯
Козачо́к,прізвище,,множина орудний,Козачка́ми,kɔzɐˈt͡ʃkɑme,kɔzɐˈt͡ʃkɑme,kɔzɐˈt͡ʃkɑme
Нікі́тін,прізвище,,множина місцевий,при Нікі́тіних,pre nʲiˈkʲitʲinex,pre nʲiˈkʲitʲinex,pre nʲiˈkʲitʲinex
Бурла́ка,прізвище,,множина називний,Бурла́ки,bʊrˈlɑke,bʊrˈlɑke,bʊrˈlɑke
О́лдрідж,прізвище,,множина називний,О́лдріджі,ˈɔldʲrʲid͡ʒʲi,ˈɔldʲrʲid͡ʒʲi,ˈoldʲrʲid͡ʒʲi
Я́сников,прізвище,,множина називний,Я́сникови,ˈjɑsnekɔu̯e,ˈjɑsnekɔu̯e,ˈjɑsnekɔu̯e
Стецю́ра,прізвище,,множина знахідний,Стецю́р,steˈt͡sʲur,steˈt͡sʲur,steˈt͡sʲur
Повалі́й,прізвище,,множина знахідний,Повалії́в,pɔu̯ɐlʲiˈjiu̯,pɔu̯ɐlʲiˈjiu̯,pɔu̯ɐlʲiˈjiu̯
Ко́рбетт,прізвище,,множина давальний,Ко́рбеттам,ˈkɔrbetːɐm,ˈkɔrbetːɐm,ˈkorbetːɐm
Ла́зарев,прізвище,,множина знахідний,Ла́заревих,ˈlɑzɐreu̯ex,ˈlɑzɐreu̯ex,ˈlɑzɐreu̯ex
Сте́рнер,прізвище,,множина давальний,Сте́рнерам,ˈstɛrnerɐm,ˈstɛrnerɐm,ˈstɛrnerɐm
Коси́нка,прізвище,прізвище; псевдонім,множина родовий,Коси́нок,kɔˈsɪnɔk,kɔˈsɪnɔk,kɔˈsɪnɔk
Путео́ли,множинний іменник,,множина родовий,Путео́л,pʊteˈɔl,pʊteˈɔl,pʊteˈol
тайпі́ни,множинний іменник,,множина кличний,тайпі́ни,tɐi̯ˈpʲine,tɐi̯ˈpʲine,tɐi̯ˈpʲine
по́минки,множинний іменник,,множина місцевий,по́минках,ˈpɔmenkɐx,ˈpɔmenkɐx,ˈpomenkɐx
плу́тощі,множинний іменник,,множина давальний,плу́тощам,ˈplutɔʃt͡ʃɐm,ˈplutɔʃt͡ʃɐm,ˈplutɔʃt͡ʃɐm
Зазі́рки,множинний іменник,населений пункт в Україні,множина кличний,Зазі́рки,zɐˈzʲirke,zɐˈzʲirke,zɐˈzʲirke
Прого́ни,множинний іменник,населений пункт в Україні,множина орудний,Прого́нами,prɔˈɦɔnɐme,prɔˈɦɔnɐme,prɔˈɦonɐme
Сінгури́,множинний іменник,населений пункт в Україні,множина орудний,Сінгура́ми,sʲinɦʊˈrɑme,sʲinɦʊˈrɑme,sʲinɦʊˈrɑme
Мо́вники,множинний іменник,населений пункт в Україні,множина називний,Мо́вники,ˈmɔu̯neke,ˈmɔu̯neke,ˈmou̯neke
Буркачі́,множинний іменник,населений пункт в Україні,множина давальний,Буркача́м,bʊrkɐˈt͡ʃɑm,bʊrkɐˈt͡ʃɑm,bʊrkɐˈt͡ʃɑm
Лазі́рки,множинний іменник,населений пункт в Україні,множина давальний,Лазі́ркам,lɐˈzʲirkɐm,lɐˈzʲirkɐm,lɐˈzʲirkɐm
Яно́вичі,множинний іменник,населений пункт у Білорусі,множина родовий,Яно́вичів,jɐˈnɔu̯et͡ʃʲiu̯,jɐˈnɔu̯et͡ʃʲiu̯,jɐˈnou̯et͡ʃʲiu̯
ади́чний,прикметник,,однина жін. р. орудний,ади́чною,ɐˈdɪt͡ʃnɔjʊ,ɐˈdɪt͡ʃnɔjʊ,ɐˈdɪt͡ʃnɔjʊ
бува́лий,прикметник,,однина сер. р. орудний,бува́лим,bʊˈu̯ɑlem,bʊˈu̯ɑlem,bʊˈu̯ɑlem
ворони́й,прикметник,,однина чол. р. орудний,ворони́м,wɔrɔˈnɪm,wɔrɔˈnɪm,wɔrɔˈnɪm
ковзни́й,прикметник,,однина чол. р. орудний,ковзни́м,kɔu̯ˈznɪm,kɔu̯ˈznɪm,kɔu̯ˈznɪm
осушни́й,прикметник,,однина жін. р. орудний,осушно́ю,ɔsʊˈʃnɔjʊ,ɔsʊˈʃnɔjʊ,ɔsʊˈʃnojʊ
пеку́чий,прикметник,,однина сер. р. орудний,пеку́чим,peˈkut͡ʃem,peˈkut͡ʃem,peˈkut͡ʃem
путя́щий,прикметник,,однина жін. р. родовий,путя́щої,pʊˈtʲɑʃt͡ʃɔji,pʊˈtʲɑʃt͡ʃɔji,pʊˈtʲɑʃt͡ʃɔji
тисо́вий,прикметник,,однина сер. р. орудний,тисо́вим,teˈsɔu̯em,teˈsɔu̯em,teˈsou̯em
чва́рний,прикметник,,однина сер. р. орудний,чва́рним,ˈt͡ʃʋɑrnem,ˈt͡ʃʋɑrnem,ˈt͡ʃʋɑrnem
ю́бковий,прикметник,,однина сер. р. орудний,ю́бковим,ˈjubkɔu̯em,ˈjubkɔu̯em,ˈjubkɔu̯em
кача́чий,прикметник,,однина сер. р. родовий,кача́чого,kɐˈt͡ʃɑt͡ʃɔɦɔ,kɐˈt͡ʃɑt͡ʃɔɦɔ,kɐˈt͡ʃɑt͡ʃɔɦɔ
нао́чний,прикметник,,однина сер. р. родовий,нао́чного,nɐˈɔt͡ʃnɔɦɔ,nɐˈɔt͡ʃnɔɦɔ,nɐˈot͡ʃnɔɦɔ
то́левий,прикметник,,однина чол. р. родовий,то́левого,ˈtɔleu̯ɔɦɔ,ˈtɔleu̯ɔɦɔ,ˈtoleu̯ɔɦɔ
Аелі́тин,прикметник,,однина жін. р. родовий,Аелі́тиної,ɐeˈlʲitenɔji,ɐeˈlʲitenɔji,ɐeˈlʲitenɔji
Пота́пів,прикметник,,однина чол. р. орудний,Пота́повим,pɔˈtɑpɔu̯em,pɔˈtɑpɔu̯em,pɔˈtɑpɔu̯em
Наза́рів,прикметник,,однина чол. р. родовий,Наза́рового,nɐˈzɑrɔu̯ɔɦɔ,nɐˈzɑrɔu̯ɔɦɔ,nɐˈzɑrɔu̯ɔɦɔ
Тодо́сів,прикметник,,однина сер. р. родовий,Тодо́севого,tɔˈdɔseu̯ɔɦɔ,tɔˈdɔseu̯ɔɦɔ,tɔˈdoseu̯ɔɦɔ
мату́син,прикметник,,однина сер. р. родовий,мату́синого,mɐˈtusenɔɦɔ,mɐˈtusenɔɦɔ,mɐˈtusenɔɦɔ
бра́нний,прикметник,,однина сер. р. називний,бра́нне,ˈbrɑnːe,ˈbrɑnːe,ˈbrɑnːe
качи́ний,прикметник,,однина сер. р. називний,качи́не,kɐˈt͡ʃɪne,kɐˈt͡ʃɪne,kɐˈt͡ʃɪne
нава́жий,прикметник,,однина сер. р. називний,нава́же,nɐˈu̯ɑʒe,nɐˈu̯ɑʒe,nɐˈu̯ɑʒe
неду́жий,прикметник,,однина жін. р. називний,неду́жа,neˈduʒɐ,neˈduʒɐ,neˈduʒɐ
пли́тний,прикметник,,однина сер. р. називний,пли́тне,ˈplɪtne,ˈplɪtne,ˈplɪtne
болю́чий,прикметник,,однина чол. р. місцевий,болю́чім,boˈlʲut͡ʃʲim,boˈlʲut͡ʃʲim,boˈlʲut͡ʃʲim
го́стрий,прикметник,,однина чол. р. місцевий,го́стрім,ˈɦɔstʲrʲim,ˈɦɔstʲrʲim,ˈɦostʲrʲim
зву́чний,прикметник,,однина чол. р. місцевий,зву́чнім,ˈzwut͡ʃnʲim,ˈzwut͡ʃnʲim,ˈzwut͡ʃnʲim
зло́бний,прикметник,,однина чол. р. місцевий,зло́бнім,ˈzlɔbnʲim,ˈzlɔbnʲim,ˈzlobnʲim
змивни́й,прикметник,,однина сер. р. місцевий,змивні́м,zmeu̯ˈnʲim,zmeu̯ˈnʲim,zmeu̯ˈnʲim
линю́чий,прикметник,,однина жін. р. місцевий,линю́чій,leˈnʲut͡ʃʲii̯,leˈnʲut͡ʃʲii̯,leˈnʲut͡ʃʲii̯
ме́рхлий,прикметник,,однина чол. р. місцевий,ме́рхлім,ˈmɛrxlʲim,ˈmɛrxlʲim,ˈmɛrxlʲim
па́девий,прикметник,,однина жін. р. місцевий,па́девій,ˈpɑdeu̯ʲii̯,ˈpɑdeu̯ʲii̯,ˈpɑdeu̯ʲii̯
суво́рий,прикметник,,однина чол. р. місцевий,суво́рім,sʊˈu̯ɔrʲim,sʊˈu̯ɔrʲim,sʊˈu̯orʲim
сітяни́й,прикметник,,однина чол. р. називний,сітяни́й,sʲitʲɐˈnɪi̯,sʲitʲɐˈnɪi̯,sʲitʲɐˈnɪi̯
чуба́рий,прикметник,,однина жін. р. місцевий,чуба́рій,t͡ʃʊˈbɑrʲii̯,t͡ʃʊˈbɑrʲii̯,t͡ʃʊˈbɑrʲii̯
гаря́чий,прикметник,,однина чол. р. місцевий,гаря́чому,ɦɐˈrʲɑt͡ʃɔmʊ,ɦɐˈrʲɑt͡ʃɔmʊ,ɦɐˈrʲɑt͡ʃɔmʊ
на́ський,прикметник,,однина чол. р. місцевий,на́ському,ˈnɑsʲkɔmʊ,ˈnɑsʲkɔmʊ,ˈnɑsʲkɔmʊ
та́ловий,прикметник,,однина чол. р. місцевий,та́ловому,ˈtɑlɔu̯ɔmʊ,ˈtɑlɔu̯ɔmʊ,ˈtɑlɔu̯ɔmʊ
Кили́нин,прикметник,,однина сер. р. місцевий,Кили́нинім,keˈlɪnenʲim,keˈlɪnenʲim,keˈlɪnenʲim
све́крів,прикметник,,однина чол. р. місцевий,све́кровім,ˈsʋɛkrɔu̯ʲim,ˈsʋɛkrɔu̯ʲim,ˈsʋɛkrɔu̯ʲim
Іри́ніїв,прикметник,,однина чол. р. місцевий,Іри́нієвому,iˈrɪnʲijeu̯ɔmʊ,iˈrɪnʲijeu̯ɔmʊ,iˈrɪnʲijeu̯ɔmʊ
